QUOTE;AUTHOR;GENRE
The worst enemy of truth and freedom in our society is the compact majority.;Henrik Ibsen;freedom
The pillars of truth and the pillars of freedom - they are the pillars of society.;Henrik Ibsen;freedom
Our forefathers got it they got it, man. They took godly principles and they put them into action, and they developed our Constitution - the land of freedom where each man is accountable and responsible for his actions.;Luke Scott;freedom
The First Amendment freedom of religion is as important today as when the Bill of Rights was first written.;Arlen Specter;freedom
One certain effect of war is to diminish freedom of expression.;Howard Zinn;freedom
Certain things happened in the early church. Women who had never had any freedom suddenly have the ability to stand up and speak and be treated as equals within the life of the church.;Tony Campolo;freedom
Their poverty secured their freedom, since our desires and our possessions are the strongest fetters of despotism.;Edward Gibbon;freedom
The only thing money gives you is the freedom of not worrying about money.;Johnny Carson;freedom
When a truth is not given complete freedom, freedom is not complete.;Vaclav Havel;freedom
Human beings want to be free and however long they may agree to stay locked up, to stay oppressed, there will come a time when they say 'That's it.' Suddenly they find themselves doing something that they never would have thought they would be doing, simply because of the human instinct that makes them turn their face towards freedom.;Aung San Suu Kyi;freedom
We hold our heads high, despite the price we have paid, because freedom is priceless.;Lech Walesa;freedom
Freedom begins as we become conscious of it.;Vernon Howard;freedom
The problem of the world today is the people talk on and on about democracy, freedom, justice. But I don't give a damn about democracy if I am worried about survival.;Imelda Marcos;freedom
There must be freedom for all to live, to think, to worship, no book, no avenue must be closed.;James Larkin;freedom
Freedom is the by-product of economic surplus.;Aneurin Bevan;freedom
While Democrats fussed with the details of health care reforms, conservatives spent months telling the nation that the real issue is freedom, that what's on the line is American liberty itself.;Thomas Frank;freedom
There are few things in politics more annoying than the Right's utter conviction that it owns the patent on the word 'freedom' that when its leaders stand up for the rights of banks to be unregulated or capital gains to be untaxed, that it is actually and obviously standing up for human liberty, the noblest cause of them all.;Thomas Frank;freedom
Women are degraded by the propensity to enjoy the present moment, and, at last, despise the freedom which they have not sufficient virtue to struggle to attain.;Mary Wollstonecraft;freedom
The condition every art requires is, not so much freedom from restriction, as freedom from adulteration and from the intrusion of foreign matter.;Willa Cather;freedom
If you are for freedom and equal rights, which we hear a lot of talk about these days, then you have to include the LGBTQ community in that. And if you're not willing to put your time where your mouth is, then I don't know quite what you mean by commitment in your life.;Hal Sparks;freedom
The United States and Israel have a unique relationship based on our mutual commitment to democracy, freedom, and peace. Therefore, just as our commitment to these principles must be steadfast, so must our support for Israel.;John Boehner;freedom
Bush is morally a universalist. For instance, he says the freedom is good, the same thing is good, all over the world. So in that sense he's a universalist.;Peter Singer;freedom
Bush sees the evil as out there in the wider world, residing in people who 'hate freedom'. Look at his immediate response to the pictures of prisoner abuse this is not what Americans do, these are not our values.;Peter Singer;freedom
Freedom of conscience entails more dangers than authority and despotism.;Michel Foucault;freedom
